,mean_loss,std_loss,min_loss,max_loss,count,cv
3RF6_B,0.6183766106764476,0.033474010542013946,0.5693140029907227,0.7259777784347534,30,0.054132077384680566
2VX8_B,0.6249770939350128,0.0342237016667522,0.5724862813949585,0.7235881686210632,30,0.05475992960201337
1XQS_C,0.63292595744133,0.03645198222987743,0.5783982872962952,0.7235881686210632,30,0.05759280655392681
3S6L_C,0.6103849569956462,0.03515602741559482,0.5528362989425659,0.7235881686210632,30,0.05759648401008281
4OLZ_G,0.6229635655879975,0.03397294965149632,0.5755637884140015,0.7235881686210632,30,0.054534408636611395
4DVG_B,0.6247711976369222,0.03453003543764196,0.5734959840774536,0.7196502089500427,30,0.05526828952462153
2SIC_I,0.621438882748286,0.03305646589661863,0.555192232131958,0.7196502089500427,30,0.053193430302313674
3TQT_A,0.6071617603302002,0.030915448532922652,0.5619813203811646,0.7196502089500427,30,0.05091797697554195
2PQ2_A,0.6391120692094167,0.03893676096577521,0.5810018181800842,0.7196502089500427,30,0.0609232133793688
3EUH_A,0.6223478615283966,0.030697890150462665,0.5794316530227661,0.718993067741394,30,0.04932593497641829
2OB9_B,0.618508513768514,0.0332049156148435,0.5638061761856079,0.718993067741394,30,0.05368546248867147
3B2U_V,0.6340886374314626,0.04390787270466821,0.5597802996635437,0.718993067741394,30,0.06924563872099684
1NBA_D,0.6332468609015147,0.025217065044945506,0.5952509641647339,0.718993067741394,30,0.03982185558574348
3E5P_A,0.6309954146544139,0.03793809703490303,0.5778618454933167,0.718379020690918,30,0.06012420400183275
3T3X_A,0.6297975679238638,0.04103960876702671,0.5680585503578186,0.749555230140686,30,0.0651631744185903
1RFZ_D,0.6126924475034078,0.035010605148449774,0.5626577734947205,0.718379020690918,30,0.057142217585855005
2OGX_B,0.6306450883547465,0.029129466696870457,0.5941637754440308,0.718379020690918,30,0.04618995253394367
2Z4R_C,0.6173227568467458,0.03411544596655589,0.5593224763870239,0.7234965562820435,30,0.05526354826252625
3ZO0_B,0.6167204995950063,0.027331926644726102,0.5571671724319458,0.7234965562820435,30,0.04431817437992524
1PZM_A,0.63210529088974,0.036891381255841876,0.562000036239624,0.7234965562820435,30,0.058362715496201964
3NGZ_B,0.6139327049255371,0.03417203013755206,0.5654491186141968,0.7234965562820435,30,0.05566087270378718
1CQ3_A,0.6215821027755737,0.02904277440381238,0.588251531124115,0.7287167310714722,30,0.04672395532967664
1VRK_A,0.6176291743914286,0.030550243015752918,0.5635789632797241,0.7287167310714722,30,0.04946373047525666
3GQI_B,0.614885805050532,0.033181069419232635,0.5636675953865051,0.7287167310714722,30,0.05396297840459299
3E1V_B,0.6182146549224854,0.03156959097250157,0.5618826746940613,0.7287167310714722,30,0.05106574346164587
4LGP_A,0.6382057050863902,0.029463164633855055,0.6014109253883362,0.7214028239250183,30,0.046165624028489054
2HE9_A,0.6348775009314219,0.03439490554693714,0.5757114291191101,0.7214028239250183,30,0.05417565671562899
1PB0_A,0.616668063402176,0.0368588055759392,0.5612761974334717,0.7214028239250183,30,0.059770900689405056
2NO4_B,0.6228976368904113,0.032458044643798166,0.5552084445953369,0.7214028239250183,30,0.05210815183989633
3P0C_B,0.6428377588589986,0.03535246007760374,0.5734478235244751,0.7131273150444031,30,0.05499437391535991
4ZQK_A,0.6204681237538655,0.032155712489245196,0.5596523880958557,0.7131273150444031,30,0.05182492259989346
1Z9O_B,0.6313931405544281,0.03082690736754335,0.5933974385261536,0.7131273150444031,30,0.04882363362464495
1UGH_E,0.6157483836015065,0.03293289882355292,0.5762167572975159,0.7131273150444031,30,0.05348434474310546
3DMC_A,0.6208786169687907,0.03107594869442607,0.5809841752052307,0.7164837718009949,30,0.0500515686079557
2ZFD_B,0.6110223233699799,0.03062652352251106,0.5443732142448425,0.7164837718009949,30,0.05012341178239802
1JNP_B,0.6402059932549794,0.03783679009770473,0.5637830495834351,0.7176690697669983,30,0.05910096202838139
3M8N_A,0.6234560151894887,0.03390660024809831,0.5697672963142395,0.7164837718009949,30,0.05438491156075057
2A6P_A,0.6164463539918263,0.033875145489808633,0.5672167539596558,0.7229120135307312,30,0.05495230082950218
2ONL_A,0.6385764598846435,0.03450482314886767,0.580344557762146,0.7229120135307312,30,0.05403397293270228
3IWM_D,0.6042934199174245,0.025367757220451082,0.5740984082221985,0.7229120135307312,30,0.04197920477756904
3MMY_G,0.6303499559561412,0.027579894145534804,0.5957441926002502,0.7229120135307312,30,0.043753305421748566
3C5W_P,0.6156411508719126,0.027569727016047353,0.5680367350578308,0.7226250171661377,30,0.04478213806371007
1U2M_B,0.6300800303618114,0.04094229512257964,0.5626522302627563,0.7226250171661377,30,0.06497951553720772
3HY2_Y,0.6256274580955505,0.028667924594043274,0.5873759388923645,0.7226250171661377,30,0.04582267645558628
3ZET_B,0.5990732351938883,0.032219242101732395,0.5457906723022461,0.7226250171661377,30,0.05378180864866168
1GT7_O,0.6347363849480947,0.030272650137434697,0.5921440124511719,0.7244395017623901,30,0.047693264251599865
2V57_B,0.6189615377064409,0.03297061119669221,0.5554521679878235,0.7244395017623901,29,0.053267625188577396
3EFY_A,0.6190445959568024,0.037605411916970796,0.5502459406852722,0.7244395017623901,30,0.060747500523524386
1TM3_E,0.6091082870960236,0.0333791047250875,0.5588301420211792,0.7244395017623901,30,0.054799951719956504
3DFZ_A,0.6173678517341614,0.035309940233971125,0.5619303584098816,0.723607063293457,30,0.05719432933669436
5FZT_A,0.6338401873906453,0.031007382361442938,0.5839415788650513,0.723607063293457,30,0.04891987440728907
3TJR_B,0.6162111520767212,0.03476104262526676,0.5713893175125122,0.723607063293457,30,0.056410927501258284
3UC0_B,0.6448428213596344,0.03481614825108181,0.5903933048248291,0.723607063293457,30,0.05399168153515746
3N44_B,0.6576964835325877,0.031755651423552626,0.5983608365058899,0.7165460586547852,30,0.04828314004810882
2BE1_A,0.6315065542856853,0.030166588112127458,0.5759938359260559,0.7165460586547852,30,0.04776923993488829
3GRW_H,0.6114737391471863,0.0370790750364518,0.5640719532966614,0.7165460586547852,30,0.060638867481317284
1V8P_G,0.6150449554125468,0.033411097720032076,0.5520324110984802,0.7165460586547852,30,0.05432301724614795
5O4O_C,0.6192850470542908,0.03686709185302987,0.5707091093063354,0.7197246551513672,30,0.05953170035090133
2QL3_J,0.6455042878786723,0.029947363985576354,0.597780168056488,0.7197246551513672,30,0.04639374911666768
2J88_A,0.6396986524264018,0.03388654300552984,0.5827159285545349,0.7197246551513672,30,0.05297266592167557
2PTC_E,0.6105844676494598,0.03578713530445748,0.5684395432472229,0.7197246551513672,30,0.05861127690035359
3P70_F,0.6228194852670034,0.031083916890745644,0.5715740323066711,0.7255299687385559,30,0.04990838858777826
3SSO_D,0.6363129019737244,0.034446181874236384,0.6013690233230591,0.7474329471588135,30,0.05413403023479601
3G3B_A,0.6255544364452362,0.03482323968226788,0.5687707662582397,0.7255299687385559,30,0.05566780067959195
2P46_A,0.6207059621810913,0.032017762256659754,0.5683934092521667,0.7255299687385559,30,0.051582817320060724
3VG8_E,0.6187817680424658,0.033039374398217025,0.5747035145759583,0.7230309247970581,29,0.05339422734244102
5FR1_B,0.6124453087647755,0.029446372401779386,0.584240198135376,0.7230309247970581,30,0.048080003194357034
3D85_C,0.6308829466501872,0.03600842700925526,0.5769999027252197,0.723443865776062,30,0.05707624084697483
1P8C_A,0.6308847347895304,0.03544066608424491,0.5714117884635925,0.7230309247970581,30,0.056176135084435475
1QJG_E,0.634083499511083,0.04014012795132441,0.5779148936271667,0.7222689986228943,30,0.06330416732539941
1JZO_A,0.6240131676197052,0.042709890837605756,0.5612550973892212,0.7222689986228943,30,0.06844389358083965
1LQW_A,0.6350467483202616,0.03585811994104491,0.5805507898330688,0.7222689986228943,30,0.05646532327878519
3B8I_F,0.6665720363457998,0.018957638952298933,0.639794647693634,0.7222689986228943,30,0.028440495428260385
3EUH_B,0.6144696772098541,0.024328815415996737,0.5846519470214844,0.7247123122215271,30,0.03959319119938923
1NFD_B,0.6496515055497487,0.03128957405911433,0.5971424579620361,0.7247123122215271,30,0.04816362894847206
2HQL_A,0.6285232961177826,0.03736347806469472,0.5480921864509583,0.7247123122215271,30,0.05944644899477674
2CN4_B,0.6234952489535014,0.03460771556464099,0.589445948600769,0.7247123122215271,30,0.05550598119669384
1EI1_B,0.6301632364590962,0.03442799117589707,0.5850406885147095,0.7254760265350342,30,0.054633449214443006
1YC8_A,0.6159444491068522,0.03278014647344742,0.5700221061706543,0.7254760265350342,30,0.05321932281552361
1NX1_A,0.609955898920695,0.03288158880068718,0.5702518820762634,0.7254760265350342,30,0.053908141324431
2RG7_D,0.6268629093964895,0.02935332219875101,0.5848648548126221,0.7254760265350342,30,0.046825744128027674
1U2E_A,0.6112446407477061,0.03672494268123018,0.5678877234458923,0.7147024273872375,30,0.06008223260052853
3LOR_C,0.6193202237288157,0.03493339820957107,0.5631105303764343,0.7147024273872375,30,0.05640603498985285
3RHF_B,0.6198499083518982,0.03640072968694367,0.5656012296676636,0.7147024273872375,30,0.05872507069288525
3GJ4_A,0.6320399940013885,0.03830033412741862,0.5817418098449707,0.7200595736503601,30,0.06059795976666388
1HE1_C,0.6259183406829834,0.035919252031727474,0.5642592906951904,0.7277472615242004,30,0.057386482704011296
3M6N_C,0.6248816251754761,0.03178520617979608,0.5777282118797302,0.7277472615242004,30,0.0508659638869527
1Y1A_B,0.6174921214580535,0.03334466974882117,0.5645908713340759,0.7277472615242004,30,0.05400015415595272
2VN8_B,0.6363800704479218,0.035316924700580274,0.5690401792526245,0.7277472615242004,30,0.05549659133058982
2PHD_A,0.6186241030693054,0.031346893434309166,0.5769522786140442,0.717189371585846,30,0.05067195616656619
3G1Z_B,0.620354030529658,0.028037113409864728,0.5791282653808594,0.717189371585846,30,0.04519534335245094
3QWQ_B,0.6246003329753875,0.03832551922578567,0.5544441938400269,0.717189371585846,30,0.06136006851487845
5TZ2_C,0.6379963656266531,0.03273964943811032,0.5815227627754211,0.7248369455337524,30,0.05131635727415589
3C4P_A,0.6205326815446218,0.036065402930635954,0.5579661130905151,0.7203320264816284,30,0.05812007006764321
1KCA_H,0.6272284428278605,0.027247972545123705,0.5741717219352722,0.7203320264816284,30,0.04344186373672115
2I9L_L,0.6455362677574158,0.03342842087344004,0.6011682748794556,0.7263357639312744,30,0.05178395474133455
2P10_D,0.6312826613585154,0.025591374119807702,0.591962993144989,0.7203320264816284,30,0.04053869318180744
3JVF_B,0.6120894908905029,0.02912396568528197,0.5777381062507629,0.7235425710678101,30,0.04758122156763508
3P6K_B,0.6039097150166829,0.0313375046218011,0.5634819269180298,0.7235425710678101,30,0.05189104239022783
3I9S_D,0.6282945295174917,0.02827936730428566,0.5800895094871521,0.7235425710678101,30,0.04500973027093397
2IDE_C,0.6265935083230336,0.028271419817770836,0.592410147190094,0.7235425710678101,30,0.04511923510576143
2CB2_B,0.6405894954999288,0.0390532140014678,0.5832204222679138,0.7325780391693115,30,0.060964493292213436
3MZL_D,0.6158639093240103,0.026751788688390524,0.559010922908783,0.7241257429122925,30,0.04343782495349346
5D1K_B,0.6372634689013164,0.04074867984701967,0.5607699751853943,0.7241257429122925,30,0.06394322260033679
1XPJ_A,0.6214782357215881,0.028527208318718945,0.5849923491477966,0.7241257429122925,30,0.04590218398492503
3E2K_A,0.6340102752049764,0.04034758328621053,0.5778065919876099,0.714564323425293,30,0.06363868988269329
1G09_A,0.6283534109592438,0.02915046500666615,0.5651978850364685,0.714564323425293,30,0.04639183061354768
3B08_A,0.640669850508372,0.0346736150496901,0.5801680088043213,0.714564323425293,30,0.05412087836219631
4H03_B,0.6235332032044728,0.02931742864643969,0.5803683996200562,0.714564323425293,30,0.04701823174094185
3N06_A,0.6416625758012136,0.03756309554493124,0.585652768611908,0.7254472374916077,30,0.058540262377041366
3KL9_J,0.6293341517448425,0.029797536398920726,0.5848027467727661,0.7234212756156921,30,0.0473477187219324
3K3P_A,0.6141344209512075,0.03568026615148824,0.5600993633270264,0.7234212756156921,30,0.058098463356319525
1GQG_B,0.6635934730370839,0.030009084707069176,0.5915987491607666,0.7234212756156921,30,0.04522209142553179
2ZBK_C,0.6517556548118592,0.022584308641029872,0.6099992990493774,0.7259472012519836,30,0.03465149626902621
3A17_F,0.6967570006847381,0.018184870770466727,0.6647531986236572,0.7313686013221741,30,0.026099301123053722
3IOL_A,0.6278543631235759,0.03584147411866622,0.5717812776565552,0.7259472012519836,30,0.057085649513296144
1Y6N_R,0.6335684418678283,0.030867888469037135,0.5749399662017822,0.7259472012519836,30,0.04872068497925064
3PND_D,0.6376611848672231,0.02975020479156043,0.5852115750312805,0.724297285079956,30,0.04665519165598132
3IOY_B,0.6195793330669404,0.032572170892799866,0.5724928379058838,0.724297285079956,30,0.05257142895901067
2X17_3,0.6281103154023489,0.024089221219905643,0.5929005742073059,0.724297285079956,30,0.038351895565470535
3ZUP_B,0.6263367652893066,0.035097335779650456,0.5725787878036499,0.724297285079956,30,0.0560358863229734
2IZZ_A,0.599001697699229,0.03022641213870622,0.5656358599662781,0.7256901860237122,30,0.05046131297257779
3U5Z_N,0.6582158287366231,0.02879495714826016,0.6114705204963684,0.7256901860237122,30,0.04374698372649149
3AB0_BC,0.6231922149658203,0.030280161570897874,0.5791734457015991,0.7256901860237122,30,0.0485887994806845
5L8J_A,0.6281760255495707,0.028277707079955652,0.5748611092567444,0.7256901860237122,30,0.04501557832490727
2RAF_A,0.632857137712939,0.03149522172281448,0.572121262550354,0.7203614115715027,29,0.049766716445095324
3OED_C,0.636454043785731,0.03167379714239339,0.5838477611541748,0.7203614115715027,30,0.04976603959335784
1LFD_B,0.625969660282135,0.029162338111203143,0.5795035362243652,0.7203614115715027,30,0.04658746255858342
6FAX_R,0.6347756167252858,0.03751940982771922,0.5815459489822388,0.736577570438385,30,0.05910657063558356
3NXZ_D,0.6150250951449077,0.04204219873037877,0.5552393198013306,0.7264581322669983,30,0.06835850937183806
1UP4_B,0.6324201881885528,0.033470328825433826,0.5879471302032471,0.7264581322669983,30,0.05292419415215572
3DDH_B,0.6143068730831146,0.0276842234696864,0.5806965827941895,0.7264581322669983,30,0.045065788261074484
3RBQ_B,0.6159089843432108,0.036626573478535936,0.563521146774292,0.7264581322669983,30,0.059467509663937684
1JHL_HL,0.6136171036753161,0.03811785893143098,0.5620073080062866,0.7193474769592285,29,0.06211994206667408
1U2V_G,0.6244997004667918,0.03548081850876273,0.5837787389755249,0.7193474769592285,30,0.056814788673624744
2E85_B,0.6474394182364146,0.02991791323756142,0.5911672115325928,0.7193474769592285,30,0.04620959489778362
1BJ1_K,0.6024406890074412,0.02925583328401801,0.5590684413909912,0.7193474769592285,30,0.04856218017448129
5VEB_X,0.6425701797008514,0.03683104900292448,0.580078125,0.7263357639312744,30,0.057318329057957806
3HJ9_B,0.6280153135458628,0.03557400159634914,0.5854898691177368,0.736577570438385,30,0.05664511808715829
3SQN_B,0.6274373491605123,0.032452831200058235,0.5875865817070007,0.7222172021865845,30,0.05172282339181579
2OIZ_B,0.5972263634204864,0.028567846767742395,0.5589864253997803,0.7222172021865845,30,0.04783420243561613
4MIT_A,0.6354330956935883,0.03677453155773692,0.5722628831863403,0.7204124927520752,30,0.05787317627451677
2J4E_F,0.626754621664683,0.03196376906885032,0.586438775062561,0.7204124927520752,30,0.050998856592318995
2OR0_A,0.6303133646647135,0.032834372733669896,0.5742968320846558,0.7204124927520752,30,0.05209214110688528
4A1U_A,0.6333280205726624,0.03335533264348488,0.5760423541069031,0.7204124927520752,30,0.05266675649898549
3IS5_E,0.6422317206859589,0.03256741398070205,0.5991944074630737,0.7200595736503601,30,0.05070975620126213
2ZUQ_A,0.6734644711017609,0.03688994827777548,0.6091668009757996,0.7474329471588135,30,0.05477638370057593
1TZ9_B,0.6137275099754333,0.03455155362330824,0.5681454539299011,0.7196747064590454,30,0.056297873342342576
2Z3R_A,0.6352469523747762,0.035605459788518215,0.5698453187942505,0.7196747064590454,30,0.05604979237666942
3H87_A,0.6123942732810974,0.032741001834804134,0.573478639125824,0.7246099710464478,30,0.053463925551399734
1OC0_A,0.6276721934477488,0.03267651260825126,0.5747833251953125,0.7246099710464478,30,0.05205983784109029
3IML_A,0.6106495201587677,0.03004590294293163,0.5620073080062866,0.7246099710464478,30,0.0492031876732168
3S19_B,0.6495442032814026,0.02766401670097071,0.600014865398407,0.7246099710464478,30,0.042589890820695704
3LLK_A,0.6471920410792033,0.03509317740300818,0.5879421234130859,0.7272458076477051,30,0.05422374685648133
5TE7_G,0.6328051487604777,0.03270683131700882,0.5725078582763672,0.716880738735199,30,0.051685469660090654
2V5H_D,0.6264648834864298,0.038383974181041974,0.5666337013244629,0.7161262631416321,30,0.0612707514704189
5F4E_B,0.6330736299355825,0.041631447382577264,0.5702080130577087,0.7294431328773499,30,0.06576083004249192
4J6R_G,0.6264398574829102,0.02963976491087775,0.5782609581947327,0.7282389998435974,30,0.047314621757901715
2QAD_E,0.6339835226535797,0.032412378143867736,0.5949265956878662,0.7282389998435974,30,0.05112495354485491
1D2Z_A,0.6321535829840035,0.032850983166035914,0.580387532711029,0.7282389998435974,29,0.0519667752430776
1OQB_C,0.6442997393936947,0.03046462281731438,0.5872828960418701,0.7282389998435974,29,0.04728330768220161
3DXD_C,0.6365197539329529,0.034667875046509936,0.5953019857406616,0.7494031190872192,30,0.05446472765739433
1H6D_A,0.636900128920873,0.03138900545536197,0.5910762548446655,0.7219235301017761,30,0.04928403061959761
3HPV_C,0.6549246132373809,0.029430398856006904,0.6110854148864746,0.7219235301017761,30,0.04493707865173743
3R6M_D,0.6041800320148468,0.035452944429437784,0.560792863368988,0.7219235301017761,30,0.05867943750343371
3Q0V_A,0.616110497713089,0.03418945885723961,0.5614379644393921,0.7232591509819031,30,0.05549241407855543
3DPI_A,0.6281601885954539,0.03538548330684465,0.5796717405319214,0.7232591509819031,30,0.05633194199391315
5D1L_B,0.6398701826731364,0.03825930849208927,0.577629804611206,0.7232591509819031,30,0.05979229776304985
1YFN_D,0.6261076748371124,0.03722842955513275,0.5600525736808777,0.7232591509819031,30,0.05946010734466411
2WH6_A,0.6162562688191732,0.03596774075060426,0.5488513112068176,0.7169049382209778,30,0.05836490851366609
2CE8_A,0.6430128554503123,0.03277571803358754,0.5911864638328552,0.7219968438148499,30,0.05097210383240965
1GX7_A,0.6409932096799215,0.023346429791417607,0.6013545393943787,0.7169049382209778,30,0.036422273183011715
1Y0G_A,0.625872665643692,0.03126777783865888,0.5559924840927124,0.7169049382209778,30,0.04995868897150329
2A1A_B,0.6264339526494344,0.038418271459057546,0.5668299198150635,0.7275372743606567,30,0.06132852680888646
5IUS_C,0.6361093978087108,0.03432931896550725,0.5876231789588928,0.7275372743606567,30,0.05396763368654188
3AGY_A,0.6156185388565063,0.03549398180084076,0.5518134832382202,0.7275372743606567,30,0.057655803976874725
1Z6O_A,0.66234898964564,0.022370230774986104,0.6227936148643494,0.7275372743606567,30,0.033774084545602295
3DSN_C,0.6260266542434693,0.03338497628064987,0.5776826739311218,0.7239443063735962,30,0.05332836238577479
3FLD_A,0.610607385635376,0.03039169410993877,0.5640358924865723,0.7178314924240112,30,0.049772889789589214
2F3E_B,0.6203636288642883,0.03600296746015144,0.5693488121032715,0.7178314924240112,30,0.05803526477859892
3CNH_A,0.6087972859541575,0.036329018923370725,0.5513180494308472,0.7178314924240112,30,0.059673424572569966
3B9K_B,0.633005170027415,0.02930823220108906,0.5810000896453857,0.7153486609458923,30,0.04630014664780659
3IIF_B,0.6361769060293834,0.03374463314025283,0.5704841017723083,0.7153486609458923,30,0.053042845190444964
3RWR_G,0.6284695329337284,0.032160915569318306,0.577276885509491,0.7153486609458923,29,0.051173388500138556
2O9Q_A,0.613058340549469,0.03128321868578689,0.5575622320175171,0.7153486609458923,30,0.0510281267158824
3HO7_A,0.6216833611329396,0.03699953035091285,0.572152316570282,0.7299324870109558,30,0.05951507256601796
1GUA_A,0.6158511360486348,0.03733392276147585,0.5602589845657349,0.7299324870109558,30,0.06062166743900839
2WYR_L,0.6301257948080699,0.02955807560003128,0.5810732841491699,0.7299324870109558,30,0.04690821395279395
