epoch,batch_idx,loss,accuracy,vertex_count,node_count,batch_size,protein_names
0,0,0.7207390069961548,0.5,57504,28120.0,128,5OB5_HL;3KJ4_A;2GSV_A;1VJQ_B;3BP8_C;3CAM_A;2MRO_B;1A22_A;3SSN_B;4GLA_D;3DAW_A;1FK8_A;1R6O_A;2BCX_A;1M8A_B;4AN7_A;2WBT_A;4XWJ_A;3EYD_C;1AFV_B;1W9Z_C;2JGZ_B;4A49_B;3DDM_C;2OND_B;3UJG_B;2K42_A;3QFM_A;1PK8_B;3KMH_B;3T6G_B;4OL0_A;2FCH_E;4J6R_HL;3ME4_B;3V6Z_F;2A40_E;3UG6_A;1Y6M_R;2F9W_B;3IWM_D;5JLV_A;3ODM_G;2O95_B;2P2C_K;3GJN_D;3KL5_B;2H4O_B;4IZ7_A;3MES_A;3BTP_A;5BJZ_A;4RAU_ED;2FE8_A;1PWE_F;2CN4_A;1Y4D_E;1TY4_C;3HXJ_D;2MRE_A;2NM1_B;2I6T_A;5D70_A;2MRO_A;2V5H_D;1XKP_C;1XF6_D;3Q6A_A;4LYL_A;3LCB_B;3ER6_F;3EUL_D;3ZVQ_B;1GZ3_B;2MJ5_A;3MA2_C;2ASS_B;5XKU_CB;2QLP_A;2DLB_B;1KAR_B;1Q8M_A;3UI2_B;3D5N_H;1Y7Q_B;3FLO_E;3LB6_A;3QBU_A;3BLH_A;3THX_A;1AOR_B;2H8P_D;3VV2_A;1O1N_A;3GWL_A;2C9J_E;3ZRK_X;1KTK_F;1VPP_W;1A6J_A;1KXV_C;3UIR_C;3DTO_D;1KBQ_A;2R19_B;3QU2_D;1FIW_A;3U5T_C;3MJK_X;2OKU_A;1M2B_B;4CDK_A;1W4C_K;3BGL_B;4RJF_A;3ON3_B;3EUH_A;3BTP_B;1JXH_B;3C6M_D;2XT2_A;3VG8_E;2KEL_B;1S7M_B;3R6Q_D;1V26_A;5FV2_A;2EKD_C
0,1,0.7230612635612488,0.5,62146,29876.0,127,1KRL_D;2GSZ_F;2BYK_B;2BYK_A;2B7C_B;3UDI_A;3HCG_A;1B9M_A;2MEJ_B;3MLI_D;4AQE_B;1M32_D;3L0R_B;1O7L_C;2H6B_B;3M1A_E;1M7U_B;1TT5_B;3IK5_C;3SE7_F;1KSH_A;2X5Q_B;1WP7_B;1B8A_B;1UWG_L;1S26_F;3B9I_B;4MIT_A;1XX7_F;3S1M_A;1F23_C;2LQH_A;4GXU_MN;3CDW_H;3A3D_B;3E05_C;1XCB_C;3EH4_B;1MSB_B;2W85_B;1IS8_D;3ISM_A;1IB1_AB;1BRS_A;3IZ0_D;2IZ5_B;3RF6_B;1QJG_F;2YZS_B;3DD9_H;2CDB_A;2WY3_B;1G5G_D;3H05_B;3PYY_B;2BZN_H;4BFI_B;3P0X_B;2G2W_A;2KWK_A;3LH2_S;4C4P_A;2ZMV_B;2VUC_A;3KUR_H;1FQJ_C;1UAN_A;2HQW_B;3B9K_D;1C7N_C;3NUI_B;1H0H_L;3IQ2_B;3SVR_A;1HBN_A;4Y5Y_DE;1QM5_A;2HTH_B;2A72_A;2VMK_B;4GNK_A;2MPR_B;2VDB_B;3QUM_Q;3F62_B;5CTR_C;1YRB_B;1NBW_C;1QE6_C;4XVT_HL;4LIQ_E;3UZ0_A;1WN1_B;1RM0_A;3K3C_B;2RP4_C;2NY1_DC;3C24_B;2QKO_A;3B0F_B;3HCU_A;2MWS_B;3ON3_A;3MXN_A;3TLF_D;1X87_A;3CJH_E;1DD1_A;3HKL_B;2X3B_A;3F7P_A;2Z67_A;2EG5_G;1Z9O_B;3RUW_B;2ZMV_A;2F4L_D;2ZYZ_A;2FDO_A;5DMJ_A;1EBO_F;5TZU_C;3SF8_B;2RHS_C;1UE7_D;2GVQ_B;1IXS_A
0,2,0.7215731143951416,0.5,57814,28631.0,128,1RPQ_A;3EGR_B;2GOX_B;1RLI_B;1XXI_E;3JTI_A;5J13_A;1S3Z_A;2P9J_B;3Q9V_A;2JI9_B;1FJ1_DC;1ZOT_A;2MLX_B;3M0Z_C;1E6V_B;1WLI_A;1T1V_A;1JMO_A;1WDW_BD;2GBK_D;2OS7_F;3WA0_A;4AL8_HL;1FB1_E;4TSB_HL;3QHY_B;3ISL_A;2L8T_A;4GAF_A;1TE1_A;2XUM_A;1G21_D;3ODM_F;2LEH_B;3LSJ_A;4WNN_A;1P4O_B;1Y64_A;4WND_B;2FKW_O;1OOQ_B;4HCN_B;5K9O_HL;1HWL_B;6ALD_C;1INN_A;2R6U_B;3H6G_A;1GZ3_A;3T1Q_C;1A6D_A;2YC1_AB;2JC2_C;3FSH_B;3MZK_D;3JSK_G;5JYL_B;5OB5_A;3U33_J;3F62_A;1P9U_F;2FJC_H;2ZFW_E;3BRV_A;3BCP_B;3GQB_C;3GLC_A;2ZNZ_A;3QGK_I;1PYT_B;2ZG6_A;1EHK_C;2P47_A;3ZRK_A;4M76_A;2B9Z_A;1Y34_I;3FXD_B;2PVP_A;3ABS_D;3ULA_A;1JRH_HL;2I2X_O;3D32_D;3HHW_L;3PQJ_C;3I38_B;1Y0U_A;2DLB_A;3OLM_D;3HMK_B;2R47_B;2Y0F_A;7CEI_B;1MCV_I;1EMU_A;4DTG_K;3O7X_C;3SKJ_IM;5IP4_A;3II0_A;4UI1_D;3GJ5_B;3ABD_B;2W84_A;5JKE_B;2H7V_A;2EJG_B;2WO3_B;1BJ1_V;2DWN_C;3ZV0_C;2XF7_B;2A4R_A;1D6R_A;1XG2_B;3FG8_E;4UU9_C;1WP7_A;3LFK_D;3BTI_A;3FPT_C;3LTF_A;1JG8_D;3PNK_B;3LVY_D;4CNI_HL
0,3,0.7239892482757568,0.5,64826,32027.0,128,1PXV_A;2A4W_A;3E5U_A;2RDC_B;3FBN_C;1IC5_Y;3OUO_B;3V96_B;1Z2X_A;3F74_B;2K7L_B;3P0X_D;1K6D_B;1H6K_Y;2XFV_B;1UCY_N;2IP2_A;1G6W_D;5D70_HL;2X3F_A;3QC9_B;1LK3_B;5JSB_B;1ATN_D;2YVX_A;2H4M_C;2OZA_A;3HHJ_B;3OYF_B;2RB9_D;2JKT_L;6AOD_C;1A2K_AB;4YDI_G;3QR1_A;1F9S_D;3MO4_A;5ANM_BA;1EGH_B;2DB4_B;1IT8_B;2HU2_A;3R8W_C;1OAN_B;3K7S_B;3LA7_B;2RDM_B;3DGC_R;3TMK_E;2F22_A;1DE7_K;2ZGI_A;3SVR_C;4TSC_HL;3EAB_G;4YWC_C;3DXC_A;3K9M_A;1QFU_HL;3DEP_A;3AO0_B;2I3S_B;1OSM_B;1EPT_A;6CH7_G;3ZKQ_A;3KUD_B;1S3N_B;3OHM_B;1ND6_A;1T3I_B;1VH5_B;5J3H_CD;1GPQ_A;5KVF_HL;3PVM_A;3NJ2_B;3KIN_C;3LK2_T;4GAM_D;2ARP_F;5W6G_HL;1HT9_A;2B0Z_B;4EDW_HL;3AGY_B;1F06_A;1H9R_A;1H2I_P;4H88_HL;3ES8_H;1AVF_P;1RQD_B;3HXJ_A;3G1W_B;5XXY_HL;3V5N_D;2HDN_L;1F7Z_A;3HHH_B;3SQL_B;1TBX_B;3GWH_B;3M1L_B;3EEY_B;1CN3_E;2GTY_A;5BK1_B;3EFY_B;2OPI_B;2LQH_B;2Z0L_H;4QRP_K;3GWY_B;2Q97_T;2J0Q_B;2VMB_B;1W3Z_A;2C2X_A;2EAY_B;2W80_G;1K7L_G;2DD8_L;3K5H_B;3BPD_G;1MZW_B;2A6A_B;3QF7_D
0,4,0.723233163356781,0.5,58800,28590.0,127,2EH8_L;3TND_E;3M18_B;2WVE_B;4AEI_HL;2VSC_A;3GCF_L;1XM3_B;1J4V_A;2F3T_E;3EHF_A;2EK5_B;1NJ8_A;2VOH_A;1Y8Q_A;3EMO_A;2FUR_B;3OSY_D;3NS1_B;1X8D_A;3AUY_B;3H8D_B;2J4L_F;3IO1_B;3MDO_A;3S5W_B;3GVI_A;3KU4_D;2PLG_B;2Y8S_B;2Z7F_I;4YPG_C;3D12_A;1YEW_J;2IYB_E;3GOR_C;1MB2_C;2GSV_B;3LGS_D;4HC1_MN;1WLP_B;3EGG_C;4YC7_A;5WB9_G;2OTP_B;5EU7_A;1C9P_A;2Y32_B;3D36_B;2DXB_I;5ABV_B;1EZU_AB;1CS0_B;3S5B_B;4LEO_C;1J7D_B;2FS5_B;3ZEU_D;5E6P_A;1SPB_S;4WEU_B;2HZG_A;2Z3N_B;3QBT_A;1CF4_B;3GRW_H;4PAS_B;1SP8_C;1FZ0_A;2NP5_B;1LMK_E;1Y07_A;2CXS_A;1IVO_D;3DQQ_A;3B5U_J;1BPO_B;3A1Y_C;1ZKE_B;1RHZ_A;2ZUQ_A;3G1Z_B;1DK4_A;2OV9_C;1QJG_E;5T5B_E;3GGJ_A;3FWC_M;1QG7_B;2PJW_H;3DLU_A;2NUU_E;1V7C_B;2EBY_A;3DSB_B;2GS7_B;1WDX_C;4HFF_B;2QST_A;1QEX_A;3P9T_B;3CDK_A;1YVI_B;2ZCL_H;1LZW_A;2Z69_B;2VH5_HL;1TLH_A;1Y3A_B;3MK7_B;1YTV_A;3NOQ_B;2N01_A;2QKM_F;1XWO_A;5F3X_A;3GYR_C;4DS8_A;2MUR_A;2QS8_A;1A0H_E;2R56_A;3CJI_A;3D7U_B;3NAU_A;3F7P_C;2NUU_L
0,5,0.7229537963867188,0.5,59661,29410.0,128,3DN7_A;2QRE_B;1M93_B;2J8X_B;1R6Q_A;3MWK_B;3GIF_B;1DML_A;4Q5U_A;1PCZ_A;1OCZ_R;3A2N_E;2KA6_A;3IF8_B;2P42_A;5CZF_A;1WYW_A;2AQ2_B;2IDE_C;3BWG_B;2DE5_B;4AOQ_D;1GLC_G;1J2J_A;3CSW_D;2BE6_A;3DTT_A;3MF0_A;3MQW_D;3EW2_F;3LAQ_U;2C23_A;3D8U_A;3P87_A;1HYR_C;3T3X_A;1AXI_A;3ELV_A;3L7T_B;1OY5_C;4CMM_B;2ZY3_C;3H4E_I;5T5B_HL;5CJO_A;3GTY_S;3NM7_A;2E5F_B;2PTT_B;6B0A_HL;1WPX_B;2WP9_B;1OXK_C;2INU_C;2D8D_B;3K75_D;2OMV_B;3SF5_D;1H74_B;4XL1_B;1L0Y_A;1WZ7_C;2FSY_E;3FP6_E;1J0E_B;3R1F_A;3TJB_B;2Z9V_A;1ZA3_R;5IUS_A;3ZYJ_A;2WD5_B;2Q0O_B;2PZK_B;3G16_A;3S7R_B;1R7H_B;3SYL_B;1U2E_C;1V3E_B;3G0I_A;2PMS_C;2XZ9_B;2ZA4_B;1T0H_A;2CJS_C;3CBM_B;5WI9_A;1MA9_A;1GU9_G;2GT2_B;2Z4R_C;2WZJ_C;2L1W_A;2HJ1_A;2J9F_C;1EZ1_B;3KZ0_A;1LEH_A;3TDM_B;2GNG_A;1HBN_D;4RGN_S;2X7X_A;3QHA_B;3SF4_D;2BMC_C;1WOV_B;1LMK_G;3HKL_A;1S16_B;3GQI_A;3RRL_C;4C2A_A;2BGC_F;1UGH_E;1JYO_E;1ZKP_D;4YYP_B;4MYW_B;1OCW_L;3PYI_A;2HNE_C;3NDH_A;2E1M_A;4ZPT_HL;3ANS_A;3S35_HL
0,6,0.720033586025238,0.5,62175,29988.0,128,1AVA_C;3EE9_B;2OTK_C;1FFW_B;1IT8_A;3PJS_K;1FS1_D;2XIU_A;3GS2_B;3CQZ_L;2A9K_A;2H9B_A;3MMP_A;3GJN_B;1WLE_B;2PCC_A;2HYD_A;1J4U_A;4EDX_HL;3D6R_B;1L4D_B;2ZY5_A;2BMC_A;3QQ0_B;4CMM_A;3IAU_B;3ONL_B;5USL_A;2CZV_D;3KY8_B;1U69_B;3SPS_A;5F5S_B;6C6Z_CD;3HPK_B;2GEC_A;1KY6_P;3GZT_Q;1OQJ_A;3MA9_HL;1V7C_A;3IAI_A;3O3M_C;1I4E_A;2ZNL_A;1YP2_B;4XTR_A;3NVA_B;3JVC_A;3NIC_G;2EJW_A;3QYF_B;3GZE_C;1OCZ_Q;4PEQ_A;2FTX_A;1DPJ_A;4X33_A;3T91_A;1BC5_A;2HET_D;2B4C_G;2F48_B;ANDR_C;1YE9_K;1F15_A;3IFK_A;1VMK_A;3R4O_A;3P9W_B;3AAD_B;3CJH_L;3SIP_D;3IA0_J;5YOY_C;3C85_A;3EHU_C;1XTG_B;3REA_D;2VBF_A;2AYO_B;1Z69_D;1SHY_A;3NR1_B;1UL1_A;1FQJ_A;1Q7L_D;3H4M_C;3F3S_B;3K90_B;2F7S_A;2AJF_A;1UTR_B;3NAP_C;3KBO_A;3P52_A;4KBB_C;2XC1_C;1THN_A;5O4O_C;3H6H_A;4ZFG_HL;3QE9_Z;1TM5_E;3N4S_A;1NZ0_C;1EHI_A;1XIW_F;1OTU_B;1RK4_A;3DUG_H;1DJS_A;2QR0_XW;1EL6_C;3W8H_B;5GGT_HL;3U5Z_B;2DS6_A;3BDH_B;6PFK_C;3HJ5_B;2EC9_T;1A0H_D;3CF2_B;2XGF_A;2E0N_A;2LFW_B;2J6R_A
0,7,0.7202550172805786,0.5,59596,28951.0,128,1QYN_A;1G3I_M;5KVE_HL;2WL8_A;2XV6_B;3K55_O;2W7R_B;3CF0_K;2DV6_D;1ATN_A;3PUV_F;3GWR_B;2Z8M_A;1NJJ_A;1FNS_A;2DUP_A;2IY1_B;3C9G_A;1ZLI_B;3F90_A;2Y7F_B;5UTZ_JK;1X7O_B;1FYH_A;3KIH_B;2J41_D;2RHK_A;2BZN_G;1SOJ_A;2QJG_I;2JI1_D;1GQY_A;3EN9_A;3M84_A;3NFC_E;2W1T_B;3BZD_A;3UIP_D;1UNN_C;2I6T_B;1LW6_E;1FT9_A;3H4E_H;2Q7N_A;2CN4_B;5DMJ_B;3BDB_A;2C0L_B;2JZ0_B;2NZ9_DC;4YVQ_C;3E38_A;4MP0_A;3TQC_B;1UM2_C;3HTU_A;1JPY_Y;1R6O_C;3RH8_D;5SZK_B;3M3R_D;2IOU_F;3CHW_A;3GZT_O;1G6V_K;1NBY_BA;5JYL_A;2ZBK_A;2W8S_A;3BWU_D;2NXN_A;5NUZ_C;6B08_CB;3Q1P_B;3AL3_B;3AB2_J;1POI_C;4XVT_G;3MLG_A;2I26_L;4KVN_A;2Q6T_A;3KXE_A;6ATT_A;1K0Z_A;1ZKU_B;3SQO_HL;1MY7_A;1BIH_B;3DW9_B;2EK5_A;1VJL_B;1M1T_A;3L18_B;2CLB_A;4DJ9_A;3MAS_A;2DJF_A;1SLQ_F;4YEB_B;5SX5_HL;3BU5_A;2VZD_C;2DD8_H;2H9B_B;1XTG_A;3SJ9_A;3RVW_CD;2KWU_A;2AF4_D;2YLE_B;3FCG_A;1QD6_B;1A1U_C;4MRT_A;1NN4_D;3T04_A;2Z2L_A;1IAO_B;5UMN_B;1UP4_A;5EO9_B;1A2Y_C;3D85_C;2IO1_B;2VLO_B;1R4M_D;2K6Q_A
0,8,0.7202531099319458,0.5,58818,28526.0,127,1VKM_B;3DAX_A;2CPK_E;2AFF_A;4UF1_B;3B76_A;1ACB_E;3DLA_D;4G80_T;3NGZ_B;1X87_B;3CX5_E;2POB_B;4UT9_JN;3HP3_G;1Q0K_K;2DT5_A;2X5Q_A;2FYN_A;1RDF_C;3HO7_B;3OR1_E;1Z69_C;4NP4_HL;4HCR_HL;2XGF_C;2F2E_A;2AVF_B;2GM3_E;2QNE_A;3M8J_A;1ID5_L;2DP4_E;3EUS_B;1YVB_I;1CDC_A;3Q3Y_B;2QQK_A;2AQX_A;2B43_D;4Y5X_L;3B4Y_B;1YOX_B;2HCI_B;1SWJ_A;3HT2_C;5H35_E;2PEB_B;3LOR_C;1PXT_A;2FP7_A;2HOX_A;3CUE_M;3Q31_A;3K53_B;1KBQ_C;2F8J_C;2KFH_A;1ZVH_A;1NKQ_E;2KQF_B;1FE8_A;1RFZ_A;4A1S_B;1IJF_A;3IRB_A;3LL4_A;2V92_E;3B48_B;3ASO_B;3LWF_B;1FB1_A;5TRU_HL;3L31_A;1WDM_D;3N44_A;3S1J_A;2EIZ_BA;3V3K_A;3BWV_A;2J0Q_I;4LVH_G;3DI4_A;2I3T_A;1JIW_I;2NP9_C;2PUY_B;2EGO_A;1XZ8_B;3L33_E;1UAD_C;3MR7_A;4IJ3_A;3EGH_A;1J31_D;2APT_B;3LM1_F;3Q7G_A;5T3Z_DE;2QF3_A;2JRI_A;4C4K_T;1GUA_A;3FWE_A;1DN2_B;1FZW_A;1LDP_H;3F5M_B;2A6S_A;2IHS_C;6BDZ_A;3JTI_B;1LEH_B;1JMU_F;1B35_C;1B9L_D;1ERN_B;3K4G_C;4DG4_A;5TH9_A;1AZ4_A;3GJB_A;2DT5_B;1P8C_E;5VYF_HL;3L82_A;2P5R_B
0,9,0.7238380312919617,0.5,60886,29672.0,128,4HF5_HL;5BN5_A;4XWJ_B;2G3O_E;3FXT_G;3IQE_C;4A1S_E;1FAK_T;1PBI_A;2OTK_E;1S4F_A;3GL1_A;2XWG_B;5HVF_A;3SO3_A;4IZ7_B;2J4L_E;4GH7_A;3OC3_D;3B42_B;2YZE_B;3TLF_F;3C0K_B;1O94_C;3KUD_A;2QNU_A;2V7Q_D;3EGH_C;5XMH_B;3QOE_B;1OHF_B;4WWI_A;1MO1_B;4JEG_B;3C59_B;3DP3_B;2GUM_C;3HQA_B;2RG7_B;1P32_B;2R9E_B;2WZP_D;1OJ7_D;2BA0_E;1IJX_B;2GN8_B;4GLV_A;5SZI_B;3VYR_B;5JQ6_HL;1GXD_C;2GDG_C;1QI9_A;2D42_B;3GJ7_B;2YBF_A;2KQF_A;3ON0_C;3CHX_F;3Q6I_D;3R8Y_D;3NBS_C;3BN3_B;1VHK_C;2A5Z_C;1Z9O_H;2O8V_B;3SSO_B;3P0C_B;2W9S_A;1COZ_A;3CG8_C;1BK6_B;3QML_D;2BYM_C;3DL2_A;2P6I_B;1UP6_D;3HL6_A;2ZCH_P;3CKY_D;1H0H_K;1ZXO_E;2X2E_A;2HDP_A;1II8_B;3GZ1_B;1XEB_D;6B0G_E;3NJH_D;1APY_C;2ZMF_A;5IOH_A;3GWN_B;3F8F_B;1C8U_B;3A98_D;3VG8_F;1VJL_A;2QUY_E;1KIG_I;2PZB_B;5FR2_B;3B2U_QR;3PPE_B;1KNY_A;2J59_M;3CWC_B;3D9A_HL;1HPU_C;3PRB_B;1JG8_B;4EF5_AB;2PF4_F;3EUA_H;4MI8_A;4LZX_B;5LSP_P;3HM8_A;3FK9_B;2RA6_C;5LDN_A;1MF4_A;2ZXX_E;4I77_Z;4MIT_E;3O3M_D;1FU5_B
