timestamp,experiment_name,command,total_epochs,final_train_loss,final_val_loss,final_test_loss,final_train_acc,final_val_acc,final_test_acc,mean_cv,z_score_instability,mean_batch_zscore_instability,comment,lr,weight_decay,batch_size,num_epochs
2025-06-20T12:05:25.317042,only_graph_bs64_graph_only,atomsurf/tasks/masif_site/train_hydra_graph_only.py run_name=only_graph_bs64,50,0.6287751793861389,0.655320942401886,,0.5109144449234009,0.5070621371269226,,0.019146888204430005,0.6159202995994556,0.803350858598881,Graph-only model for comparison with hybrid surface+graph model - Graph Only Comparison,0.001,0,64,50
